Date,Product,Quantity,Price
2021-03-29,Macbook,8,11999.92
2021-06-15,iphone 14,1,1199.99
2022-04-03,Macbook,10,14999.9
2023-01-26,iphone 13,10,9999.9
2023-02-18,iphone 13,8,7999.92
2022-03-26,Macbook,4,5999.96
2021-09-23,iphone 12,2,1599.98
2020-12-14,iphone 14,2,2399.98
2022-05-22,Macbook,9,13499.91
2023-07-11,Macbook,4,5999.96
2021-10-31,Macbook,6,8999.94
2021-04-08,Macbook,9,13499.91
2021-11-25,Macbook,10,14999.9
2021-08-01,Airpods,3,599.97
2021-05-06,Macbook,4,5999.96
2020-11-24,iphone 14,8,9599.92
2021-06-21,Airpods,8,1599.92
2023-05-03,Airpods,1,199.99
2021-01-03,iphone 14,9,10799.91
2021-03-29,Airpods,1,199.99
2020-12-22,iphone 13,9,8999.91
2022-07-22,Airpods,7,1399.93
2022-02-06,Macbook,9,13499.91
2020-08-04,Airpods,10,1999.9
2021-08-23,iphone 12,4,3199.96
2020-08-23,Macbook,9,13499.91
2022-12-31,iphone 12,4,3199.96
2020-08-14,Macbook,9,13499.91
2022-11-30,iphone 12,6,4799.94
2022-03-07,Airpods,8,1599.92
2022-05-29,iphone 14,1,1199.99
2021-11-22,iphone 14,7,8399.93
2022-04-25,iphone 12,6,4799.94
2022-05-15,iphone 13,8,7999.92
2023-01-18,iphone 14,7,8399.93
2021-09-02,Airpods,8,1599.92
2022-01-24,iphone 13,9,8999.91
2022-01-16,Airpods,4,799.96
2021-09-20,iphone 13,3,2999.97
2020-10-11,iphone 12,7,5599.93
2023-06-28,iphone 13,7,6999.93
2022-06-20,Airpods,1,199.99
2022-07-02,Airpods,9,1799.91
2020-08-06,Macbook,10,14999.9
2023-06-01,Airpods,9,1799.91
2021-08-02,iphone 12,1,799.99
2023-01-08,iphone 14,8,9599.92
2020-07-15,iphone 13,4,3999.96
2021-12-02,Airpods,1,199.99
2022-02-10,iphone 12,3,2399.97
2021-01-15,iphone 13,1,999.99
2021-04-16,iphone 13,7,6999.93
2023-06-07,iphone 14,4,4799.96
2020-11-01,Macbook,1,1499.99
2022-01-08,Airpods,1,199.99
2022-05-13,iphone 14,4,4799.96
2020-09-30,Airpods,10,1999.9
2022-07-09,iphone 13,7,6999.93
2021-11-23,iphone 14,3,3599.97
2023-04-02,iphone 14,5,5999.95
2023-03-30,iphone 13,10,9999.9
2023-01-08,iphone 13,2,1999.98
2021-09-16,iphone 14,3,3599.97
2020-11-19,iphone 12,8,6399.92
2022-05-19,iphone 12,1,799.99
2023-05-02,Airpods,4,799.96
2023-03-30,iphone 13,9,8999.91
2022-09-09,Airpods,10,1999.9
2023-02-28,iphone 14,8,9599.92
2022-03-13,iphone 12,2,1599.98
2021-03-07,iphone 13,2,1999.98
2023-06-03,Airpods,8,1599.92
2021-08-03,iphone 12,1,799.99
2021-04-26,iphone 13,6,5999.94
2021-08-29,iphone 14,1,1199.99
2021-03-28,Airpods,8,1599.92
2020-08-01,Macbook,9,13499.91
2022-12-11,Airpods,5,999.95
2021-07-06,Airpods,7,1399.93
2022-06-02,Airpods,10,1999.9
2021-08-17,iphone 14,3,3599.97
2022-05-14,Airpods,10,1999.9
2020-09-17,iphone 13,8,7999.92
2021-04-14,Airpods,3,599.97
2022-04-07,Airpods,6,1199.94
2022-04-09,iphone 14,7,8399.93
2021-10-29,iphone 13,2,1999.98
2021-07-20,iphone 14,3,3599.97
2021-05-12,Macbook,9,13499.91
2022-09-25,iphone 12,9,7199.91
2020-07-30,iphone 12,8,6399.92
2022-11-30,iphone 13,7,6999.93
2022-06-05,iphone 14,4,4799.96
2021-04-28,iphone 12,1,799.99
2023-03-12,Macbook,5,7499.95
2021-07-09,iphone 12,5,3999.95
2021-09-10,Macbook,10,14999.9
2021-09-03,Airpods,8,1599.92
2022-06-30,Macbook,5,7499.95
2022-01-10,iphone 14,2,2399.98
2020-10-25,iphone 13,9,8999.91
2021-01-17,iphone 14,4,4799.96
2020-11-03,Macbook,8,11999.92
2020-12-18,Macbook,4,5999.96
2020-08-09,iphone 12,10,7999.9
2022-01-02,Airpods,5,999.95
2020-10-28,iphone 14,10,11999.9
2020-08-08,iphone 14,9,10799.91
2022-04-21,Macbook,9,13499.91
2022-06-28,Macbook,3,4499.97
2022-07-16,iphone 13,5,4999.95
2022-04-22,iphone 14,10,11999.9
2021-03-18,iphone 12,9,7199.91
2022-12-23,iphone 14,1,1199.99
2021-08-13,Macbook,8,11999.92
2021-02-12,Macbook,6,8999.94
2022-03-27,iphone 14,1,1199.99
2022-06-16,Macbook,2,2999.98
2023-01-02,iphone 13,7,6999.93
2021-07-30,Airpods,6,1199.94
2021-09-14,iphone 13,6,5999.94
2023-04-09,Macbook,3,4499.97
2022-10-25,iphone 14,3,3599.97
2022-04-03,iphone 14,5,5999.95
2020-09-28,iphone 13,7,6999.93
2021-09-20,iphone 13,8,7999.92
2022-11-01,iphone 13,6,5999.94
2021-02-08,Airpods,9,1799.91
2021-05-14,iphone 14,3,3599.97
2023-06-01,Airpods,8,1599.92
2021-11-17,Macbook,8,11999.92
2021-10-03,iphone 12,9,7199.91
2022-03-03,iphone 14,7,8399.93
2021-11-09,Macbook,5,7499.95
2020-09-16,iphone 14,9,10799.91
2021-03-14,iphone 14,6,7199.94
2021-01-29,Airpods,9,1799.91
2023-04-28,iphone 14,3,3599.97
2022-05-26,Airpods,2,399.98
2022-10-24,Macbook,7,10499.93
2023-03-09,iphone 13,4,3999.96
2022-02-06,iphone 14,3,3599.97
2021-07-13,iphone 14,3,3599.97
2020-08-08,Airpods,2,399.98
2020-09-24,iphone 12,8,6399.92
2021-01-28,iphone 12,10,7999.9
2021-03-01,Macbook,2,2999.98
2021-08-12,iphone 14,7,8399.93
2023-04-30,Airpods,10,1999.9
2022-09-01,iphone 13,4,3999.96
2022-07-21,Airpods,8,1599.92
2021-07-30,Airpods,9,1799.91
2021-05-27,iphone 13,8,7999.92
2021-12-17,Airpods,6,1199.94
2022-09-10,Macbook,4,5999.96
2023-04-11,iphone 12,10,7999.9
2020-11-21,Airpods,3,599.97
2022-12-22,Macbook,2,2999.98
2023-03-15,iphone 12,10,7999.9
2020-08-11,Airpods,9,1799.91
2022-01-23,Macbook,8,11999.92
2020-07-31,iphone 14,7,8399.93
2022-11-20,iphone 14,2,2399.98
2020-12-11,iphone 13,10,9999.9
2023-05-05,Macbook,5,7499.95
2021-02-27,iphone 12,3,2399.97
2021-06-21,Macbook,2,2999.98
2021-05-29,Macbook,1,1499.99
2022-11-18,Airpods,5,999.95
2022-01-14,iphone 12,6,4799.94
2021-05-09,Airpods,7,1399.93
2022-11-09,Airpods,4,799.96
2021-09-26,Airpods,1,199.99
2021-09-01,iphone 14,5,5999.95
2022-05-07,Macbook,2,2999.98
2021-12-29,Macbook,10,14999.9
2021-12-03,Airpods,2,399.98
2022-07-27,iphone 12,10,7999.9
2020-12-02,iphone 13,4,3999.96
2021-10-21,iphone 13,5,4999.95
2021-04-03,Airpods,7,1399.93
2020-12-27,iphone 12,3,2399.97
2023-04-05,Macbook,6,8999.94
2022-12-21,Airpods,2,399.98
2021-10-11,iphone 13,5,4999.95
2022-07-02,iphone 13,10,9999.9
2020-08-03,Airpods,6,1199.94
2022-08-22,Macbook,7,10499.93
2021-03-27,Airpods,2,399.98
2021-12-13,iphone 13,10,9999.9
2022-02-27,iphone 12,5,3999.95
2020-11-07,Airpods,3,599.97
2020-10-30,Macbook,9,13499.91
2020-10-14,Macbook,10,14999.9
2021-01-06,iphone 14,2,2399.98
2020-10-16,iphone 13,2,1999.98
2020-10-22,Airpods,2,399.98
2023-01-29,iphone 13,5,4999.95
2020-07-28,iphone 12,10,7999.9
2020-07-15,Airpods,1,199.99
2023-07-13,Macbook,10,14999.9
2023-06-06,iphone 12,8,6399.92
2022-01-22,Airpods,10,1999.9
2021-01-17,iphone 14,6,7199.94
2022-04-23,iphone 12,7,5599.93
2021-04-20,Airpods,8,1599.92
2022-05-01,iphone 13,4,3999.96
2023-02-10,Macbook,9,13499.91
2023-06-17,Airpods,2,399.98
2020-10-20,iphone 13,9,8999.91
2023-02-07,iphone 14,1,1199.99
2021-06-02,iphone 12,8,6399.92
2023-05-06,iphone 14,1,1199.99
2023-02-16,iphone 12,7,5599.93
2023-05-13,iphone 14,3,3599.97
2020-12-27,iphone 12,6,4799.94
2022-07-02,iphone 14,5,5999.95
2021-11-18,iphone 12,4,3199.96
2022-12-20,iphone 13,1,999.99
2022-06-16,iphone 13,1,999.99
2021-09-26,Macbook,8,11999.92
2022-04-02,Airpods,1,199.99
2021-08-25,iphone 14,2,2399.98
2022-07-06,iphone 13,9,8999.91
2020-10-26,iphone 13,7,6999.93
2022-11-24,Airpods,1,199.99
2021-05-01,iphone 13,6,5999.94
2022-05-02,iphone 12,9,7199.91
2022-11-12,Airpods,1,199.99
2023-03-08,iphone 12,2,1599.98
2021-09-23,iphone 14,1,1199.99
2020-12-11,Airpods,8,1599.92
2023-04-19,iphone 12,10,7999.9
2023-03-27,iphone 13,10,9999.9
2022-12-09,iphone 12,10,7999.9
2021-11-21,iphone 12,4,3199.96
2021-09-10,iphone 13,5,4999.95
2021-12-02,iphone 12,2,1599.98
2020-10-15,Airpods,8,1599.92
2021-07-15,iphone 12,3,2399.97
2021-12-14,Macbook,4,5999.96
2022-01-26,iphone 13,1,999.99
2022-03-07,iphone 13,10,9999.9
2022-05-09,iphone 12,3,2399.97
2020-11-09,Macbook,8,11999.92
2023-07-07,iphone 14,5,5999.95
2022-12-16,iphone 13,3,2999.97
2021-12-18,iphone 13,7,6999.93
2023-02-06,iphone 12,8,6399.92
2022-10-09,iphone 14,2,2399.98
2022-02-20,iphone 12,7,5599.93
2022-05-04,iphone 13,9,8999.91
2021-04-21,iphone 13,7,6999.93
2021-07-13,iphone 13,1,999.99
2022-06-02,iphone 14,5,5999.95
2021-09-16,iphone 14,10,11999.9
2022-08-11,iphone 14,5,5999.95
2023-04-02,iphone 12,5,3999.95
2021-07-30,iphone 12,6,4799.94
2021-11-13,iphone 14,8,9599.92
2021-04-26,iphone 13,4,3999.96
2023-04-23,iphone 12,8,6399.92
2022-12-14,iphone 12,10,7999.9
2021-07-29,Macbook,9,13499.91
2020-10-29,Airpods,3,599.97
2022-01-01,iphone 14,3,3599.97
2020-11-24,Macbook,4,5999.96
2022-05-28,Airpods,2,399.98
2021-01-04,Macbook,2,2999.98
2020-10-28,iphone 12,9,7199.91
2021-03-30,iphone 14,4,4799.96
2022-02-16,Airpods,2,399.98
2021-12-03,iphone 12,1,799.99
2021-02-08,Macbook,10,14999.9
2023-01-06,Macbook,3,4499.97
2022-08-14,iphone 12,9,7199.91
2020-07-29,iphone 13,4,3999.96
2021-01-07,iphone 13,9,8999.91
2022-03-14,iphone 12,6,4799.94
2021-11-01,Macbook,9,13499.91
2022-08-14,iphone 12,2,1599.98
2020-10-02,Airpods,1,199.99
2022-02-01,Airpods,5,999.95
2022-05-23,iphone 12,3,2399.97
2022-04-14,iphone 13,6,5999.94
2020-09-01,Macbook,7,10499.93
2021-12-10,iphone 13,6,5999.94
2022-05-08,Macbook,9,13499.91
2020-11-16,iphone 12,6,4799.94
2021-05-21,Airpods,3,599.97
2021-03-07,iphone 13,10,9999.9
2022-10-01,Airpods,10,1999.9
2022-11-16,iphone 14,3,3599.97
2022-11-25,iphone 12,1,799.99
2021-06-23,iphone 12,1,799.99
2022-10-03,iphone 12,1,799.99
2022-10-06,Macbook,7,10499.93
2021-05-16,Macbook,2,2999.98
2021-02-04,Airpods,1,199.99
2022-09-05,iphone 14,7,8399.93
2020-09-05,iphone 12,10,7999.9
2023-05-18,iphone 12,6,4799.94
2023-05-18,Airpods,9,1799.91
2022-04-17,iphone 13,8,7999.92
2022-08-03,Airpods,6,1199.94
2022-09-20,Macbook,9,13499.91
2021-09-30,iphone 13,1,999.99
2022-12-03,Macbook,3,4499.97
2021-06-01,iphone 14,7,8399.93
2023-02-17,Macbook,9,13499.91
2021-11-29,Macbook,1,1499.99
2023-03-03,Airpods,2,399.98
2020-10-15,iphone 13,7,6999.93
2020-07-17,iphone 12,6,4799.94
2022-10-16,iphone 12,3,2399.97
2023-01-25,Macbook,8,11999.92
2022-11-05,Airpods,10,1999.9
2023-03-31,iphone 13,8,7999.92
2023-05-17,Macbook,10,14999.9
2022-10-13,iphone 12,1,799.99
2020-11-24,Macbook,3,4499.97
2021-09-24,Macbook,7,10499.93
2021-03-10,Airpods,10,1999.9
2021-11-06,iphone 13,3,2999.97
2021-10-24,Macbook,6,8999.94
2021-04-01,Macbook,8,11999.92
2021-09-03,iphone 13,8,7999.92
2021-02-14,Airpods,7,1399.93
2021-12-07,Macbook,9,13499.91
2022-02-08,Macbook,1,1499.99
2022-08-29,Airpods,4,799.96
2022-10-11,iphone 13,6,5999.94
2022-10-30,Airpods,6,1199.94
2021-11-09,Airpods,1,199.99
2020-10-23,Airpods,8,1599.92
2023-07-09,iphone 12,5,3999.95
2020-07-16,Macbook,3,4499.97
2021-06-17,Macbook,5,7499.95
2021-04-09,iphone 14,8,9599.92
2021-01-27,Macbook,7,10499.93
2022-03-20,Macbook,1,1499.99
2023-06-10,iphone 13,4,3999.96
2022-11-09,Macbook,8,11999.92
2021-10-25,iphone 12,10,7999.9
2020-08-10,iphone 12,6,4799.94
2021-12-13,Airpods,5,999.95
2021-01-30,Airpods,7,1399.93
2022-06-10,Airpods,6,1199.94
2021-05-20,iphone 14,3,3599.97
2021-06-28,Airpods,3,599.97
2023-04-11,iphone 14,6,7199.94
2022-07-18,iphone 12,4,3199.96
2020-08-22,iphone 13,2,1999.98
2022-02-08,iphone 14,4,4799.96
2021-07-09,Airpods,9,1799.91
2022-06-07,iphone 12,4,3199.96
2021-02-10,iphone 14,1,1199.99
2021-08-21,Macbook,10,14999.9
2021-12-24,iphone 14,5,5999.95
2022-09-12,iphone 14,9,10799.91
2020-08-16,iphone 12,4,3199.96
2022-10-09,iphone 14,3,3599.97
2021-10-29,iphone 14,10,11999.9
2021-11-05,iphone 14,2,2399.98
2021-07-27,iphone 13,7,6999.93
2020-09-28,iphone 14,6,7199.94
2020-12-11,Airpods,10,1999.9
2023-06-05,iphone 14,6,7199.94
2021-03-13,iphone 12,4,3199.96
2022-11-14,iphone 12,1,799.99
2022-07-01,iphone 14,3,3599.97
2023-04-06,Airpods,2,399.98
2022-05-02,Macbook,10,14999.9
2023-04-22,iphone 14,7,8399.93
2020-10-21,iphone 13,3,2999.97
2022-01-09,Macbook,8,11999.92
2022-02-20,Airpods,1,199.99
2022-08-25,iphone 13,2,1999.98
2021-09-17,iphone 14,10,11999.9
2022-11-06,iphone 14,9,10799.91
2022-09-06,Macbook,10,14999.9
2021-08-24,Macbook,7,10499.93
2021-03-10,iphone 14,7,8399.93
2020-08-21,iphone 13,2,1999.98
2020-08-14,Macbook,4,5999.96
2022-10-28,Macbook,5,7499.95
2022-04-03,iphone 12,4,3199.96
2022-03-14,Macbook,7,10499.93
2023-02-22,iphone 13,5,4999.95
2023-05-11,Macbook,1,1499.99
2023-05-19,iphone 12,4,3199.96
2020-08-19,iphone 12,4,3199.96
2023-07-09,iphone 12,10,7999.9
2023-03-23,Airpods,3,599.97
2021-05-07,Macbook,5,7499.95
2020-10-15,Macbook,10,14999.9
2023-01-11,Airpods,8,1599.92
2022-02-26,iphone 13,5,4999.95
2021-05-08,iphone 14,7,8399.93
2021-04-09,iphone 13,8,7999.92
2021-04-12,Airpods,3,599.97
2021-11-05,iphone 13,3,2999.97
2021-01-30,iphone 14,10,11999.9
2022-08-21,iphone 14,5,5999.95
2022-04-07,Airpods,6,1199.94
2020-12-26,Airpods,4,799.96
2020-10-01,iphone 12,3,2399.97
2021-11-23,iphone 14,6,7199.94
2022-10-29,Macbook,6,8999.94
2020-07-15,Airpods,10,1999.9
2022-08-01,Macbook,6,8999.94
2021-10-22,iphone 12,6,4799.94
2022-07-29,iphone 13,7,6999.93
2022-08-04,iphone 13,8,7999.92
2021-01-02,Macbook,3,4499.97
2020-12-07,Airpods,7,1399.93
2022-01-18,Macbook,9,13499.91
2021-09-27,iphone 14,7,8399.93
2022-01-16,Macbook,9,13499.91
2021-04-16,iphone 14,4,4799.96
2022-02-02,iphone 14,9,10799.91
2022-03-06,iphone 14,8,9599.92
2021-12-10,iphone 12,8,6399.92
2022-03-12,iphone 13,2,1999.98
2022-11-23,iphone 14,6,7199.94
2022-05-14,iphone 13,7,6999.93
2021-05-15,iphone 14,9,10799.91
2023-01-16,iphone 13,2,1999.98
2022-05-15,Airpods,9,1799.91
2021-02-09,iphone 14,6,7199.94
2023-02-08,iphone 12,7,5599.93
2022-08-10,iphone 12,4,3199.96
2021-09-01,iphone 14,9,10799.91
2023-02-12,iphone 14,4,4799.96
2021-11-22,Macbook,1,1499.99
2020-12-21,iphone 13,10,9999.9
2020-12-01,iphone 14,3,3599.97
2023-05-05,iphone 14,7,8399.93
2022-05-18,Macbook,9,13499.91
2022-06-18,Macbook,4,5999.96
2021-10-25,Macbook,7,10499.93
2021-09-02,iphone 13,4,3999.96
2021-11-01,Macbook,2,2999.98
2021-10-05,iphone 13,4,3999.96
2022-05-24,Airpods,5,999.95
2022-06-19,Airpods,7,1399.93
2023-03-15,iphone 13,8,7999.92
2021-11-04,Macbook,5,7499.95
2021-07-13,Macbook,3,4499.97
2022-06-16,iphone 14,3,3599.97
2022-09-12,Macbook,5,7499.95
2021-03-19,Airpods,3,599.97
2021-01-05,iphone 12,9,7199.91
2021-06-16,iphone 13,10,9999.9
2022-04-19,iphone 12,1,799.99
2022-11-11,Airpods,8,1599.92
2023-05-28,iphone 13,3,2999.97
2022-02-05,iphone 12,10,7999.9
2020-10-19,iphone 12,7,5599.93
2020-08-05,iphone 13,4,3999.96
2021-07-22,iphone 12,5,3999.95
2022-09-19,iphone 13,9,8999.91
2022-10-10,Airpods,6,1199.94
2022-11-21,iphone 12,7,5599.93
2023-03-02,iphone 14,8,9599.92
2022-11-24,iphone 14,1,1199.99
2023-06-21,Macbook,7,10499.93
2020-09-14,iphone 13,4,3999.96
2022-10-12,Macbook,5,7499.95
2020-08-04,Macbook,2,2999.98
2021-09-09,iphone 14,4,4799.96
2022-09-06,Airpods,3,599.97
2023-04-25,iphone 14,7,8399.93
2021-08-11,iphone 12,10,7999.9
2020-10-04,Airpods,8,1599.92
2021-09-09,Macbook,10,14999.9
2023-06-29,Airpods,7,1399.93
2021-12-02,Airpods,6,1199.94
2021-10-19,iphone 12,10,7999.9
2022-10-26,Airpods,6,1199.94
2021-08-21,iphone 14,1,1199.99
2022-06-08,Airpods,3,599.97
2020-09-01,Macbook,4,5999.96
2023-01-28,iphone 13,1,999.99
2022-06-12,Airpods,3,599.97
2023-01-14,Airpods,8,1599.92
2021-02-01,iphone 14,1,1199.99
2022-02-23,iphone 12,8,6399.92
2023-06-21,iphone 13,4,3999.96
2021-08-16,iphone 14,5,5999.95
2020-09-09,iphone 13,5,4999.95
2021-06-29,Airpods,8,1599.92
2021-07-03,Macbook,1,1499.99
2022-05-18,iphone 14,10,11999.9
2022-09-27,iphone 14,7,8399.93
2022-12-23,iphone 12,8,6399.92
2021-05-31,iphone 13,4,3999.96
2023-04-19,iphone 14,3,3599.97
2022-12-29,iphone 13,6,5999.94
2022-05-05,Airpods,7,1399.93
2022-03-13,Airpods,2,399.98
2021-11-11,iphone 13,8,7999.92
2022-10-09,iphone 13,8,7999.92
2022-02-17,Airpods,10,1999.9
2022-09-22,iphone 13,4,3999.96
2022-07-02,iphone 14,10,11999.9
2020-09-23,iphone 12,10,7999.9
2023-04-25,iphone 13,7,6999.93
2023-06-30,Airpods,3,599.97
2021-02-26,Airpods,8,1599.92
2021-04-02,iphone 14,3,3599.97
2022-02-24,iphone 13,3,2999.97
2022-10-03,Airpods,8,1599.92
2021-07-17,iphone 14,4,4799.96
2022-06-18,Airpods,5,999.95
2021-01-05,Airpods,9,1799.91
2021-07-07,Airpods,9,1799.91
2020-10-27,iphone 12,3,2399.97
2020-10-09,iphone 13,7,6999.93
2022-01-26,iphone 12,4,3199.96
2020-10-31,iphone 14,6,7199.94
2023-02-06,iphone 12,6,4799.94
2022-04-01,Airpods,1,199.99
2021-07-31,Macbook,1,1499.99
2021-03-22,iphone 12,2,1599.98
2021-12-26,iphone 14,6,7199.94
2021-03-02,iphone 13,5,4999.95
2021-09-07,Macbook,8,11999.92
2023-05-17,Macbook,6,8999.94
2022-11-21,iphone 12,4,3199.96
2022-11-25,iphone 14,7,8399.93
2022-07-18,Macbook,10,14999.9
2023-02-06,iphone 14,4,4799.96
2020-12-27,iphone 12,2,1599.98
2023-06-19,Macbook,9,13499.91
2021-01-14,iphone 14,8,9599.92
2020-09-15,iphone 12,3,2399.97
2022-01-06,iphone 14,5,5999.95
2020-12-31,iphone 12,8,6399.92
2022-05-24,Airpods,5,999.95
2020-10-23,iphone 13,5,4999.95
2022-04-06,Macbook,5,7499.95
2022-10-17,Macbook,3,4499.97
2022-05-02,iphone 14,10,11999.9
2021-09-10,Airpods,3,599.97
2023-04-13,Airpods,10,1999.9
2022-09-21,iphone 14,8,9599.92
2022-01-04,Airpods,8,1599.92
2022-07-21,iphone 14,6,7199.94
2022-05-24,iphone 12,8,6399.92
2022-11-04,iphone 12,6,4799.94
2021-10-18,Macbook,9,13499.91
2023-03-17,Airpods,10,1999.9
2021-11-04,iphone 14,9,10799.91
2021-02-24,iphone 13,9,8999.91
2022-06-22,iphone 12,7,5599.93
2022-01-16,Macbook,6,8999.94
2020-09-21,iphone 14,2,2399.98
2021-11-24,Airpods,7,1399.93
2023-02-16,iphone 13,5,4999.95
2020-09-27,iphone 12,1,799.99
2022-04-21,Macbook,3,4499.97
2022-06-08,iphone 13,3,2999.97
2022-05-17,Airpods,8,1599.92
2023-03-03,Macbook,5,7499.95
2021-10-30,Airpods,8,1599.92
2021-03-07,iphone 12,1,799.99
2020-08-25,Macbook,4,5999.96
2022-09-06,iphone 14,6,7199.94
2021-05-21,Macbook,6,8999.94
2022-03-16,iphone 13,8,7999.92
2020-08-10,iphone 13,10,9999.9
2021-05-25,Macbook,4,5999.96
2023-02-01,iphone 13,10,9999.9
2022-04-01,iphone 12,2,1599.98
2023-02-28,iphone 13,4,3999.96
2022-06-09,Airpods,7,1399.93
2022-11-29,iphone 12,1,799.99
2021-07-23,Airpods,10,1999.9
2021-10-05,iphone 14,1,1199.99
2023-04-14,iphone 13,5,4999.95
2020-10-28,Airpods,9,1799.91
2022-04-10,iphone 13,2,1999.98
2020-09-08,Airpods,4,799.96
2021-04-05,iphone 13,5,4999.95
2021-12-04,Airpods,5,999.95
2021-06-18,Macbook,4,5999.96
2021-03-13,Airpods,4,799.96
2022-08-26,Airpods,3,599.97
2021-11-25,iphone 14,8,9599.92
2020-08-30,iphone 12,3,2399.97
2022-08-01,iphone 14,10,11999.9
2023-05-19,iphone 14,7,8399.93
2020-12-03,Macbook,3,4499.97
2021-04-22,Macbook,8,11999.92
2022-06-14,iphone 12,9,7199.91
2022-05-04,iphone 13,2,1999.98
2020-10-23,Airpods,2,399.98
2021-10-16,Airpods,9,1799.91
2020-10-27,iphone 13,9,8999.91
2021-04-27,Airpods,10,1999.9
2021-12-13,iphone 13,2,1999.98
2022-02-25,iphone 14,10,11999.9
2022-04-11,Airpods,2,399.98
2021-06-07,iphone 12,4,3199.96
2021-10-20,Airpods,10,1999.9
2021-10-21,Macbook,8,11999.92
2021-06-26,Airpods,9,1799.91
2022-01-13,Airpods,6,1199.94
2022-08-09,iphone 13,6,5999.94
2021-10-21,Airpods,6,1199.94
2021-03-24,iphone 12,8,6399.92
2023-01-11,Airpods,3,599.97
2021-11-12,Macbook,2,2999.98
2022-10-11,iphone 12,6,4799.94
2021-08-08,Macbook,3,4499.97
2022-01-25,Macbook,8,11999.92
2021-06-17,iphone 14,7,8399.93
2022-04-23,iphone 13,5,4999.95
2022-09-04,Macbook,5,7499.95
2021-05-31,iphone 14,5,5999.95
2023-02-02,Macbook,6,8999.94
2020-09-14,iphone 12,9,7199.91
2022-10-03,iphone 14,7,8399.93
2021-10-26,Airpods,8,1599.92
2022-04-12,iphone 13,1,999.99
2022-09-10,Airpods,4,799.96
2022-12-03,iphone 12,1,799.99
2022-11-22,iphone 13,6,5999.94
2021-07-03,Airpods,8,1599.92
2021-08-02,iphone 12,4,3199.96
2023-06-11,iphone 14,6,7199.94
2022-09-20,Macbook,1,1499.99
2020-10-18,iphone 12,7,5599.93
2022-08-08,Airpods,6,1199.94
2022-04-15,Airpods,2,399.98
2022-09-21,Macbook,3,4499.97
2023-05-15,Airpods,6,1199.94
2020-11-06,iphone 13,7,6999.93
2022-11-04,iphone 12,10,7999.9
2020-11-17,iphone 13,4,3999.96
2021-05-24,Airpods,3,599.97
2023-05-03,iphone 12,4,3199.96
2022-12-05,iphone 13,9,8999.91
2020-12-22,Airpods,5,999.95
2023-07-06,iphone 13,3,2999.97
2022-12-26,Macbook,4,5999.96
2020-08-15,Airpods,5,999.95
2021-11-29,iphone 12,5,3999.95
2022-10-03,iphone 12,5,3999.95
2022-11-05,Macbook,7,10499.93
2022-06-15,Airpods,6,1199.94
2022-07-27,Airpods,2,399.98
2021-05-24,iphone 12,5,3999.95
2021-10-07,iphone 12,2,1599.98
2022-07-17,iphone 12,8,6399.92
2020-09-23,Airpods,7,1399.93
2023-06-23,Airpods,8,1599.92
2021-07-29,Airpods,4,799.96
2023-05-04,iphone 13,2,1999.98
2023-06-21,Macbook,1,1499.99
2021-01-15,iphone 12,1,799.99
2020-09-04,iphone 12,8,6399.92
2022-12-22,iphone 12,3,2399.97
2021-04-05,Macbook,3,4499.97
2021-10-02,Airpods,10,1999.9
2022-02-25,iphone 13,1,999.99
2023-06-15,Macbook,7,10499.93
2022-09-28,iphone 14,10,11999.9
2021-10-13,Airpods,3,599.97
2021-10-11,iphone 12,7,5599.93
2020-12-27,iphone 13,2,1999.98
2022-10-20,iphone 12,10,7999.9
2021-10-18,iphone 13,4,3999.96
2022-02-04,iphone 13,6,5999.94
2022-11-09,iphone 13,3,2999.97
2023-07-11,Macbook,2,2999.98
2022-01-15,Airpods,7,1399.93
2022-12-21,Macbook,6,8999.94
2020-07-26,iphone 14,8,9599.92
2023-03-04,Airpods,6,1199.94
2021-08-06,Macbook,9,13499.91
2021-07-11,iphone 12,4,3199.96
2020-08-09,iphone 14,3,3599.97
2022-09-23,iphone 13,8,7999.92
2021-12-24,Macbook,2,2999.98
2021-08-18,iphone 13,9,8999.91
2021-08-13,iphone 14,10,11999.9
2020-12-12,Airpods,8,1599.92
2022-05-27,Airpods,10,1999.9
2022-02-16,iphone 13,10,9999.9
2021-10-31,Airpods,10,1999.9
2021-05-04,iphone 14,10,11999.9
2021-01-11,Macbook,3,4499.97
2022-07-01,Airpods,6,1199.94
2022-04-22,Airpods,6,1199.94
2022-01-21,iphone 14,7,8399.93
2021-12-24,iphone 12,3,2399.97
2021-12-25,iphone 14,7,8399.93
2021-01-14,Airpods,7,1399.93
2022-05-28,iphone 14,10,11999.9
2023-01-24,iphone 12,4,3199.96
2020-12-24,iphone 13,10,9999.9
2022-10-31,Airpods,9,1799.91
2021-10-16,iphone 12,2,1599.98
2021-08-14,Macbook,4,5999.96
2023-06-20,Airpods,1,199.99
2020-11-19,iphone 14,1,1199.99
2021-02-09,Airpods,1,199.99
2023-05-26,iphone 14,4,4799.96
2020-09-17,iphone 14,9,10799.91
2022-08-03,Airpods,9,1799.91
2021-02-25,Macbook,2,2999.98
2022-07-16,iphone 13,2,1999.98
2021-06-20,iphone 12,2,1599.98
2022-04-27,iphone 14,3,3599.97
2021-07-21,iphone 14,10,11999.9
2022-02-06,iphone 12,8,6399.92
2020-09-03,iphone 12,5,3999.95
